Id,CommandID (Info),OmoteBodyJp,OmoteBodyEn,OmoteBodyCn,OtomeBodyKo,OmoteBodyTw,OmoteImageId,BuzzPowerFav,BuzzPowerRT,UraBodyJp,UraBodyEn,UraBodyCn,UraBodyKo,UraBodyTw,UraImageId,isNight,isDay
Ending_Grand_ChoutenTweet008,N/A (Ending: Do You Love Me?),観覧車に乗ってみたよ　ぐらぐら揺れちゃってジェットコースターよりこわいかも！！！,Went on a Ferris wheel and it was super shaky! I think it might even be more scary than a roller coaster!!!,我刚才去坐摩天轮了哦 摇摇晃晃的摩天轮 感觉比过山车还可怕！！！,관람차도 타 봤어. 너무 흔들려서 롤러코스터보다 더 무서웠어!,我剛才去坐摩天輪了喔 搖搖晃晃的摩天輪 感覺比雲霄飛車還可怕！！！,,100,100,N/A,N/A,N/A,,N/A,N/A,FALSE,FALSE
Ending_Grand_ChoutenTweet009,N/A (Ending: Do You Love Me?),,,,,,,100,100,N/A,N/A,N/A,,N/A,N/A,FALSE,FALSE
Ending_Kyouizon_ChoutenTweet001,N/A (Ending: Needy Girl Overdose; Alive),ちょっと喧嘩したけど仲直りした～,Had a fight with a friend but we made up so it's all good!,跟人吵了一小架，现在和好了哦～,"조금 다투긴 했지만, 금새 화해했어~",跟人吵了一架，現在和好囉～,N/A,100,100,N/A,N/A,N/A,,N/A,N/A,FALSE,FALSE
Ending_Kyouizon_AmechanTweet001,N/A (Ending: Needy Girl Overdose; Alive),N/A,N/A,N/A,,N/A,N/A,0,0,仲直りセックスが一番気持ちいいよね,make up sex is the besttt,和好炮永远是坠爽的,화해 기념 섹스가 제일 기분 좋아,和好砲永遠是最爽的,N/A,FALSE,FALSE
Ending_Happy_Tweet001,N/A (Ending: Unhappy End World),"今日もオタクたちありがとう～ 明日の企画 子犬登場？ 
明後日の企画  視聴者格付けチェック 本物のヴ○トンはどれかな 明々後日の企画  あの頃ほしかったおもちゃ全部買っちゃうよ～","Thanks for tuning in guys!! Here's this week's schedule:
Tomorrow: Puppy reveal?
Day after: Spot the fake luxury brand bag!
After day after: Gonna buy all the toys I've ever wanted!!!",今天也非常感谢各位宅宅～明天的企划有幼犬出现？后天的企划，观众眼光大考验！你知道哪个才是正品LV吗？大后天的企划嘛～童年眼馋过的玩具大爆买～,"덕후들, 오늘도 정말 고마웠어~ 내일 기획 방송은... 아기강아지 등장? 모레 기획 방송은... 시청자 등급 확인/진품 루○비○은 어느 걸까요? 다음 기획 방송은... 어릴 적 가지고 싶었던 장난감 구입기야~",今天也非常感謝各位宅宅～明天的企劃有狗狗出現？後天的企劃是觀眾眼光大考驗！你知道哪個才是正品LV嗎？大後天的企劃嘛～是買下所有小時候想要的玩具～,N/A,100,100,N/A,N/A,N/A,,N/A,N/A,FALSE,FALSE
Ending_Normal_ChoutenTweet001,N/A (Ending: Utopian Parody),フォロワーが増えても私はダメなままだね。みんな私のことほんとに愛してくれてるのか不安なまま,"I feel anxious, no matter how many followers I get. I'm always worried about whether you all really love me or not.",粉丝多了但我却依然是个废物。一直在害怕大家并不是真的爱我,팔로워가 늘어나도 난 안되겠어. 모두 날 정말 사랑하고 있는지 불안한 마음뿐...,粉絲多了但我依然是個廢物。一直在擔心大家並不是真的愛我,N/A,100,100,N/A,N/A,N/A,,N/A,N/A,FALSE,FALSE
Ending_Normal_ChoutenTweet002,N/A (Ending: Utopian Parody),みんな数字だけ見てる気がする,I feel like all anyone cares about is numbers.,感觉在大家的眼里我就只是一堆数据,모두 숫자만 보는 것 같아,感覺大家眼裡只重視數字,N/A,30,80,N/A,N/A,N/A,,N/A,N/A,FALSE,FALSE
Ending_Normal_ChoutenTweet003,N/A (Ending: Utopian Parody),ほんとのわたしを誰も知らないんだ,No one understands what I'm really like underneath all of it.,没有人认识真正的我,"실제 내 모습 따위, 아무도 모를 거야",沒有人認識真正的我,N/A,20,70,N/A,N/A,N/A,,N/A,N/A,FALSE,FALSE
Ending_Normal_ChoutenTweet004,N/A (Ending: Utopian Parody; With Trauma Event),ふつうってやっぱつまんない,"But ""normal"" is so boring.",平凡的人生果然是好无聊啊,역시 평범한 건 재미없어...,平凡果然好無趣啊,,10,60,N/A,N/A,N/A,,N/A,N/A,FALSE,FALSE
Ending_Yandakarisuma_Tweet001,N/A (Ending: Painful Future; Breakdown 5),オタクたちが愛してるのはインターネットエンジェルのわたし,"The one you all love is the internet angel, not me.",宅宅们爱着的是身为当代互联网小天使的我,덕후들이 애정을 쏟는 건 인터넷 엔젤일 때의 나,宅宅們喜歡的是身為現代網路小天使的我,N/A,40,70,N/A,N/A,N/A,,N/A,N/A,FALSE,FALSE
Ending_Yandakarisuma_Tweet002,N/A (Ending: Painful Future; Breakdown 5),誰も本当の私を見てくれない。,Not the true me. No one truly understands me.,真正的我是个没人愿意理睬的人。,아무도 진정한 내 모습을 봐주지 않아,誰都不想理會真正的我,N/A,50,70,N/A,N/A,N/A,,N/A,N/A,FALSE,FALSE
Ending_Yandakarisuma_Tweet003,N/A (Ending: Painful Future; Breakdown 5),もう楽になるね,I'm going to put an end to my misery.,我要解脱了,그만 편해질래,我要解脫了,N/A,60,70,N/A,N/A,N/A,,N/A,N/A,FALSE,FALSE
Ending_Yandakarisuma_Tweet004,N/A (Ending: Painful Future; Breakdown 5),ぜんぶおわりにする,I'm going to put an end to everything.,我要结束这一切,전부 놓을 거야,我要結束這一切,N/A,70,80,N/A,N/A,N/A,,N/A,N/A,FALSE,FALSE
Ending_Yandakarisuma_Tweet005,N/A (Ending: Painful Future; Breakdown 5),天使はいつか地上に落ちるものだから,"All angels fall, sooner or later.",跌落凡尘就是天使的宿命,천사는 언젠가 지상으로 추락하는 법이니까,總有一天天使會墜入人間,N/A,80,90,N/A,N/A,N/A,,N/A,N/A,FALSE,FALSE
Ending_Yandakarisuma_Tweet006,N/A (Ending: Painful Future; Breakdown 5),"今日は素顔で配信するよ。オタクたちちゃんと見に来てね。
http:\\internet.internet\owari","I'll be streaming soon. No wig, no costume, nothing. You'll all come to see me, right? 
http:\\internet.internet\end","我今天会本色出镜。宅宅们都要来看哦。
http:\\internet.internet\owari","오늘은 맨얼굴로 방송할게. 덕후들도 보러 와 줘
http:\\internet.internet\owari","我今天會素顏直播喔!宅宅們都要來看喔。
http:\\internet.internet\owari",N/A,100,100,N/A,N/A,N/A,,N/A,N/A,FALSE,FALSE
Ending_AV_Tweet001,N/A (Ending: Fallen Angel; Sexy 5),超てんちゃんの新しい企画ができました～いつもの配信と違って緊張しました,"I've got a new kind of stream coming up for you guys! I've never done this kind of thing before, so I'm really nervous!",超天酱的新企划做好了哦～因为跟平时的直播不一样 所以还挺紧张的,새 기획 방송이 곧 나올 예정이랍니다~ 평소와 다른 방송이라 조금 긴장했어요,超天醬的新企劃完成囉～因為跟平時的直播不一樣 所以還挺緊張！,,100,100,N/A,N/A,N/A,,N/A,N/A,FALSE,FALSE
Ending_AV_Tweet001_en,N/A (Ending: Fallen Angel; Sexy 5),超てんちゃんの新しい企画ができました～いつもの配信と違って緊張しました,"I've got a new kind of stream coming up for you guys! I've never done this kind of thing before, so I'm really nervous!",超天酱的新企划做好了哦～因为跟平时的直播不一样 所以还挺紧张的,새 기획 방송이 곧 나올 예정이랍니다~ 평소와 다른 방송이라 조금 긴장했어요,超天醬的新企劃完成囉～因為跟平時的直播不一樣 所以還挺緊張！,,100,100,N/A,N/A,N/A,,N/A,N/A,FALSE,FALSE
Ending_AV_Tweet001_cn,N/A (Ending: Fallen Angel; Sexy 5),超てんちゃんの新しい企画ができました～いつもの配信と違って緊張しました,"I've got a new kind of stream coming up for you guys! I've never done this kind of thing before, so I'm really nervous!",超天酱的新企划做好了哦～因为跟平时的直播不一样 所以还挺紧张的,새 기획 방송이 곧 나올 예정이랍니다~ 평소와 다른 방송이라 조금 긴장했어요,超天醬的新企劃完成囉～因為跟平時的直播不一樣 所以還挺緊張！,,100,100,N/A,N/A,N/A,,N/A,N/A,FALSE,FALSE
Ending_AV_Tweet001_ko,N/A (Ending: Fallen Angel; Sexy 5),超てんちゃんの新しい企画ができました～いつもの配信と違って緊張しました,"I've got a new kind of stream coming up for you guys! I've never done this kind of thing before, so I'm really nervous!",超天酱的新企划做好了哦～因为跟平时的直播不一样 所以还挺紧张的,새 기획 방송이 곧 나올 예정이랍니다~ 평소와 다른 방송이라 조금 긴장했어요,超天醬的新企劃完成囉～因為跟平時的直播不一樣 所以還挺緊張！,,100,100,N/A,N/A,N/A,,N/A,N/A,FALSE,FALSE
Ending_AV_Tweet001_tch,N/A (Ending: Fallen Angel; Sexy 5),超てんちゃんの新しい企画ができました～いつもの配信と違って緊張しました,"I've got a new kind of stream coming up for you guys! I've never done this kind of thing before, so I'm really nervous!",超天酱的新企划做好了哦～因为跟平时的直播不一样 所以还挺紧张的,새 기획 방송이 곧 나올 예정이랍니다~ 평소와 다른 방송이라 조금 긴장했어요,超天醬的新企劃完成囉～因為跟平時的直播不一樣 所以還挺緊張！,,100,100,N/A,N/A,N/A,,N/A,N/A,FALSE,FALSE
Ending_NTR_Haisin_Tweet001,N/A (Ending: Cucked),これから二人で幸せになります,Now we'll be able to find happiness.,后来两人一起幸福地生活了下去,둘만의 행복을 찾으러 떠날게요,後來兩人一起幸福的生活,,100,100,N/A,N/A,N/A,,N/A,N/A,FALSE,FALSE
Ending_Stressful_Tweet001,N/A (Ending: Bomber Girl),N/A,N/A,N/A,,N/A,N/A,0,0,疲れちゃった,im tired,我累了,지쳤어,我累了,N/A,FALSE,FALSE
Ending_Stressful_Tweet002,N/A (Ending: Bomber Girl),N/A,N/A,N/A,,N/A,N/A,0,0,もうやめるね,i give up,不做了,다 때려칠래,不做了,N/A,FALSE,FALSE
Ending_Stressful_Tweet003,N/A (Ending: Bomber Girl),N/A,N/A,N/A,,N/A,N/A,0,0,さよなら,goodbye,再见,안녕,再見,N/A,FALSE,FALSE
Event_Dialog_Tweet_Good,N/A (Day 15 Breakdown: Good),N/A,N/A,N/A,,N/A,N/A,0,0,つらいこといっぱいあって、時々急にやんじゃうけど、そんな時でも的確に言ってほしいこと言ってくれるピがいるなら頑張っていこうと思った。インターネットエンジェル、いきます！！！！,every time i spiral p-chan always knows exactly what to say... im going through a lot but as long as im with p-chan i feel like i can push through. internet angel lets goooo!!!,生活中痛苦的事情太多，我常常会突然开始犯病，但就算是这种时候，也有像阿P这样一个会说我想听的话的人陪在我身边，突然就觉得还可以努力下去了。当代互联网小天使，加油！！！！,"괴로운 일이 많아서 가끔 갑자기 힘들 때도 있지만, 그럴 때마다 듣고 싶은 말을 정확하게 말해주는 P가 있으니까 열심히 해야겠다고 생각했어. 인터넷 엔젤, 갑니다!!!",生活中痛苦的事情太多，我常常會突然開始發作，但就算這時候，也有像阿P這樣一個會說我想聽的話的人陪在我身邊，突然就覺得還可以努力下去了。現代網路小天使，加油！！！！,,FALSE,FALSE
Event_Dialog_Tweet_normal (Daily Tweet),N/A (Day 15 Breakdown: Neutral),N/A,N/A,N/A,,N/A,N/A,0,0,ちょっとやんじゃったけど、まだまだ頑張ろうってピと話していたら思ったよ。ピはピでたまに意地悪で頼りない時もあるけど……それでもやっぱり好きだな,i was feeling really awful about everything but after talking with p-chan i feel like i can keep going... p-chan bullies me sometimes and can be really flaky but its times like this where i remember that i really do love p-chan...,虽然有点负能量，不过跟阿P聊了聊，就觉得还是继续努力吧。虽然阿P有时候也不靠谱，还会捉弄人……可我还是好爱,"살짝 제정신은 아니지만, P와 이야기를 나누면서 좀 더 열심히 해야겠다는 생각이 들었어. P도 P 나름대로 가끔 심술궂고 미덥지 못한 구석도 있지만... 그래도 역시 좋아해",雖然有點負能量，不過跟阿P聊了聊，就覺得還是繼續努力吧。雖然阿P有時候也不靠譜，還會捉弄人……可我還是好愛,N/A,FALSE,FALSE
Event_Dialog_Tweet_Bad,N/A (Day 15 Breakdown: Bad),N/A,N/A,N/A,,N/A,N/A,0,0,ここまで酷いピだと逆に頑張ろうって思えるかな……。よ～し、やるぞ～～～！！！　でも、また急に病んだらどうしようかなぁ……,im actually getting motivated to try harder because of how awful p-chan is being?? all right lets get this bread today!!! but what if i have another mental breakdown...,阿P过分到这个份上，是不是反而会想去努力呢……好~嘞，加油~~~！！！不过，要是我又突然犯病了怎么办……,이 정도로 심하게 구는 P라면 오히려 열심히 해 보자는 생각을 하게 됐어... 좋아~ 해볼게~!!! 그치만 또 갑자기 힘들어지면 어쩌지...,阿P過分到這個程度，讓我反而會想去努力呢……好~，加油~~~！！！不過，要是我又突然發作了怎麼辦……,N/A,FALSE,FALSE
Event_Yamicry_Tweet001,N/A,N/A,N/A,N/A,,N/A,N/A,0,0,無事、配信はできたけど、こんな精神状態だから怖くて涙がとまんないよぉ……。つぎ配信ちゃんとできるかなぁ……,i somehow managed to make it through that stream but i cant stop crying bc my brain is so fucked up and its scaring me... i dont know if i will survive the next stream...,虽然顺利下播了，可是现在这个精神状态让我好怕，眼泪停不下来……我下次还能好好直播吗……,"방송은 무사히 끝냈는데 이런 정신상태라 그런가... 무서워서 눈물이 안 멈춰... 다음 방송, 할 수 있을까...",雖然順利停播了，可是現在這個精神狀態讓我好怕，眼淚停不下來……我下次還能好好直播嗎……,N/A,FALSE,FALSE
Event_Mibare_Tweet001,N/A,N/A,N/A,N/A,,N/A,N/A,0,0,出会い系で会った人にわたしが超てんちゃんってバレちゃった……出会い系やっている配信者なんて終わりだよ　もうインターネット・エンジェルは終わりです……,my dinder date from yesterday realized that im kangel... im gonna get dropped so hard no one wants a streamer who goes on dinder... goodbye internet angel...,昨天在约会app上被人认出我是超天酱了……谁会看玩约炮软件的主播啊 再也没有什么当代互联网小天使了……,만남 앱에서 만난 사람에게 초텐이라는 사실을 들키고 말았어... 만남 앱을 이용하는 스트리머라니 이제 끝이야. 인터넷 엔젤도 이걸로 끝이야...,昨天在交友APP上被人認出是超天醬啦...誰會看玩交友APP的主播啊！現代網路小天使完蛋了！,N/A,FALSE,FALSE
Event_Pinojien_Tweet001,N/A,N/A,N/A,N/A,,N/A,N/A,0,0,さっきスレに「{0}」って書いたから、みんな超てんちゃん見てくれるようになるはず！！！,{0}... yeeeesss i should be getting heaps more viewers >:D,刚才在楼里写了“{0}”，大家应该都会来看超天酱的！！！,"""{0}""... 됐다. 게시판에 쓴지 얼마 안 됐으니 모두 초텐을 보러 와 주겠지!!!",剛才在樓裡寫了“{0}”，大家應該都會來看超天醬的！！！,N/A,FALSE,FALSE
Event_Manicure_rainbow,N/A (Affection Event: Nails),"マニキュア塗ったよ～～～。超てんちゃんが好きな色
！！！！　めちゃくちゃ綺麗でしょ？　こんどメイク動画あげるね！
",I did my nails✨ Aren't they so pretty? I love this color!!! I'll be uploading a makeup video sometime in the future!,"做了美甲～～～这是超天酱喜欢的颜色哦
！！！！是不是超美腻的？下次更化妆过程！",네일 받았어~ 내가 정말 좋아하는 색으로 골랐어!!! 정말 정말 예쁘지? 다음에 영상 올릴게~,"我塗了指甲油喔～～～這是超天醬喜歡的顏色
！！！！是不是超美的？下次來個化妝直播吧！",,80,80,"わたしじゃなくてピが好きな色なんやけどな
",jk its not even me that likes the color its p-chan,其实是阿P喜欢的颜色,내가 아니라 P가 좋아할 색을 고른 거지롱,其實是阿P喜歡的顏色,N/A,FALSE,FALSE
Event_Manicure_skyblue,N/A (Affection Event: Nails),"マニキュア塗ったよ～～～。超てんちゃんが好きな色
！！！！　めちゃくちゃ綺麗でしょ？　こんどメイク動画あげるね！
",I did my nails✨ Aren't they so pretty? I love this color!!! I'll be uploading a makeup video sometime in the future!,"做了美甲～～～这是超天酱喜欢的颜色哦
！！！！是不是超美腻的？下次更化妆过程！",네일 받았어~ 내가 정말 좋아하는 색으로 골랐어!!! 정말 정말 예쁘지? 다음에 영상 올릴게~,"我塗了指甲油喔～～～這是超天醬喜歡的顏色
！！！！是不是超美的？下次來個化妝直播吧！",,80,80,"わたしじゃなくてピが好きな色なんやけどな
",jk its not even me that likes the color its p-chan,其实是阿P喜欢的颜色,내가 아니라 P가 좋아할 색을 고른 거지롱,其實是阿P喜歡的顏色,N/A,FALSE,FALSE
Event_Manicure_purple,N/A (Affection Event: Nails),"マニキュア塗ったよ～～～。超てんちゃんが好きな色
！！！！　めちゃくちゃ綺麗でしょ？　こんどメイク動画あげるね！
",I did my nails✨ Aren't they so pretty? I love this color!!! I'll be uploading a makeup video sometime in the future!,"做了美甲～～～这是超天酱喜欢的颜色哦
！！！！是不是超美腻的？下次更化妆过程！",네일 받았어~ 내가 정말 좋아하는 색으로 골랐어!!! 정말 정말 예쁘지? 다음에 영상 올릴게~,"我塗了指甲油喔～～～這是超天醬喜歡的顏色
！！！！是不是超美的？下次來個化妝直播吧！",,80,80,"わたしじゃなくてピが好きな色なんやけどな
",jk its not even me that likes the color its p-chan,其实是阿P喜欢的颜色,내가 아니라 P가 좋아할 색을 고른 거지롱,其實是阿P喜歡的顏色,N/A,FALSE,FALSE
Event_Manicure_black,N/A (Affection Event: Nails),"マニキュア塗ったよ～～～。超てんちゃんが好きな色
！！！！　めちゃくちゃ綺麗でしょ？　こんどメイク動画あげるね！
",I did my nails✨ Aren't they so pretty? I love this color!!! I'll be uploading a makeup video sometime in the future!,"做了美甲～～～这是超天酱喜欢的颜色哦
！！！！是不是超美腻的？下次更化妆过程！",네일 받았어~ 내가 정말 좋아하는 색으로 골랐어!!! 정말 정말 예쁘지? 다음에 영상 올릴게~,"我塗了指甲油喔～～～這是超天醬喜歡的顏色
！！！！是不是超美的？下次來個化妝直播吧！",,80,80,"わたしじゃなくてピが好きな色なんやけどな
",jk its not even me that likes the color its p-chan,其实是阿P喜欢的颜色,내가 아니라 P가 좋아할 색을 고른 거지롱,其實是阿P喜歡的顏色,N/A,FALSE,FALSE
Event_OdekakeMentalClinic_Tweet001,Odekake_hospital (Hospital),ちょっと色々と疲れちゃって、びょーいん行ってきた……。どうにかなりそうだから、あんまり心配しないでね。でも、いっぱいスパチャはしてね……。,"I've been feeling really worn out, so I went to the hospital... I think I'll pull through, so don't worry about me. Keep the Super Chats coming though...",感觉各种累，所以去了一趟医院……应该会好起来的，大家不用太担心。但是不要忘了多多给我刷礼物哦……,이것저것 피로가 쌓여서 병원에 다녀왔어... 좀 지나면 괜찮아지니까 너무 걱정하지 마. 그래도 슈퍼챗은 많이 올려 줘...,有很多事情讓我覺得好累....所以去了一趟醫院……總是會好起來的，大家別太擔心。但是不要忘了多多給我贊助喔……,N/A,80,80,"社会ではメンヘラゴミ蛆虫配信者のあめちゃんでも、精神科の待ち合わせにはピが居てくれるから安心だよ……
","im just a stupid maggot of a mentally ill trash streamer, but i feel so much better knowing that p-chan's with me when i see my shrink...",就算糖糖在世人眼里是个脑子有病的饭桶主播，也会因为阿P陪我来看精神科感觉好安心……,"현실에서는 우울 쩌는 인간 쓰레기가 보내는 스트리머 아메지만, 예약한 정신과 약속에는 언제나 P가 함께 있어줘서 마음이 놓여...",就算糖糖在世人眼裡是個腦子有病的飯桶主播，也會因為阿P陪我來看身心科感覺好安心……, ,FALSE,FALSE
Tweet287,N/A (End Of Day Tweet),"みんな人生って難しくて悩んじゃうよね。特にインターネットなんか、上を見たらキリがないから大変だよ……。でもね、前を向いたら必ずわたしが、インターネット・エンジェルがいるからね！
","You guys are having a really tough time in life, huh? When you're online, things can seem especially overwhelmingly endless. But chin up, everyone! As long as you keep moving forward, you'll find me waiting for you as the internet angel!",看来大家都会因为人生艰难而烦恼呢。尤其是一上网总会发现比自己过得好的人无穷无尽，心态太容易崩了……但是啊，只要大家向前看，就会发现当代互联网小天使正在前方等你哦！,"다들 현생은 힘들고 고달프지? 특히 인터넷 같은 건... 위를 올려다 볼 수록 끝이 없으니까 더 비참한 것 같고... 그래도 앞을 바라보는 한 반드시, 나 인터넷 엔젤이 기다리고 있을 거야!",大家應該都會因為人生艱難而煩惱吧？尤其一上網總會發現比自己優秀的人真是太多了……但是啊，只要大家向前看，就會發現現代網路小天使正在前方等你喔！,N/A,80,84,N/A,N/A,N/A,,N/A,N/A,FALSE,FALSE
Tweet288,N/A (End Of Day Tweet),"世の中は優しい人だけじゃないから困っちゃうよね。なんで意地悪な人とか存在しているんだろうね。意地悪な人たちの分、わたしは明日も今日よりもっと優しくなれていますように
","Why do bad people exist? It makes me sad to remember that not everyone in this world is kind. I'll do my best to become a kinder person today, tomorrow, and every day after that to make up for all the wickedness in the world.",唉，真讨厌，世界上并不都是好人。为什么总会有坏心眼的人存在呢？为了弥补那些坏人所带来的恶，希望明天的我也能比今天更加善良。,"세상에는 착한 사람만 있는 게 아니라서 곤란할 때가 많아. 어째서 나쁜 짓을 하는 사람은 늘 존재하는 걸까. 나쁜 짓을 하는 사람 수만큼, 내일은 오늘보다 더 상냥한 내가 될 수 있기를...",世界上並不全是好人。為什麼總會有壞心的人存在呢？為了彌補那些壞人做的事，希望明天的我也能比今天更善良。,N/A,80,30,N/A,N/A,N/A,,N/A,N/A,FALSE,FALSE
Tweet289,N/A (End Of Day Tweet),今日は超てんちゃんぐっすり眠るから、これ見たみんなも夜更かしせずにいっぱい眠ること！！！　インターネット・エンジェルと約束だよ？　元気になった状態で明日また会おうね,"I'm gonna get a huuuuuge rest tonight, so if you see this post promise me you'll go to bed early today and get lots of sleep! We'll see each other again tomorrow filled with energy! Internet angel out",今晚超天酱要睡成小猪猪，请看到这条的你也不要熬夜，好好睡觉哦！！！要跟你们的当代互联网小天使拉勾勾哦！请睡足睡饱，明天再见吧,"오늘은 푹 잘테니까, 이 트윗을 본 너희도 밤새우지 말고 푹 자야 해!!! 인터넷 엔젤이랑 약속, 알았지? 건강 잘 챙기고 내일 또 봐",今晚超天醬要好好睡一覺，請看到這理的粉絲也不要熬夜，好好去睡覺吧！！！要跟你們的現代網路小天使打勾勾喔！請元氣滿滿的明天見囉！,N/A,50,37,N/A,N/A,N/A,,N/A,N/A,TRUE,FALSE
Tweet290,N/A (End Of Day Tweet),人は、変われる,People can change.,人，是可以改变的,사람은 변할 수 있어,人是可以改變的,N/A,40,35,N/A,N/A,N/A,,N/A,N/A,FALSE,FALSE
Tweet291,N/A (End Of Day Tweet),時に、インターネットはアナタを傷つける,The internet is a rose with razor sharp thorns that will prick you occasionally.,网络世界，有时会伤害你,인터넷도 가끔은 너희를 아프게 할 거야,網路世界，有時會傷害你,N/A,60,78,N/A,N/A,N/A,,N/A,N/A,FALSE,FALSE
ZZZ_Tweet292,Tweet_eigyou (Business Tweet),みんな大好きだよ！　ちゅっ,I love you all! Mwah😘,偶最稀饭泥萌了哦！MUA！,너희 모두 정말 좋아해! > 3<)쪽,我最喜歡大家了喔！MUA！,N/A,60,78,こんな一行の文章でみんな喜ぶんだから単純だよな。……でも、その単純さが、素直さが生きていくうえで大事なんだよな。こんなわたしよりオタクのおまいらの方が千倍カッコいいって思うときあるよ,cant believe people got so excited over such a short post... theyre so simple. but its important to be able to enjoy the simple things in life. people who can do so are a thousand times more awesome than i could ever be,只要我这样说一句就能被哄开心，宅宅们真的有够单纯。……不过，或许唯有如此单纯和坦率，人才能活得下去吧。有时我反而会觉得你们这些阿宅比我这样的人帅气千万倍呢,이딴 문장 한 줄로 모두 기뻐하다니 참 단순하네... 하지만 인생에서는 이런 단순함과 솔직함이 더 중요할 거야. 가끔 이런 나보다 너희들 덕후가 천 배 정도 멋지다고 생각할 때가 있어,只要我這樣說一句就能被哄開心，宅宅們真的有夠單純。……不過，或許唯有如此單純坦率，人才能活得下去吧。有時我反而會覺得你們這些阿宅比我這樣的人帥氣千萬倍呢,N/A,FALSE,FALSE
ZZZ_Tweet293,Tweet_eigyou (Business Tweet),友達がいなくて悩んでいるオタク！！！　孤独な自分に酔っているのもいいけど、ここにインターネット・エンジェルが居て、お前を見ていること忘れんじゃねーぞ,"To all the geeks and nerds out there who curse themselves for having no friends! I won't stop you from wallowing in your own sadness, but don't forget that the internet angel always has you in her heart!",正在为没朋友而烦恼着的宅宅们看过来！！！风中独自美丽虽说也不错，但别忘了本当代互联网小天使正在这儿守护着你哦,"친구가 없어서 고민 중인 덕후는 잘 봐!!! 고독한 자신을 보며 취하는 것도 좋지만, 인터넷 엔젤이 여기서 널 지켜보고 있다는 걸 잊지 마",正在為沒朋友而煩惱的宅宅們！！！孤獨的陶醉在自我世界中雖然不錯，但也別忘了現代網路小天使在這兒守護著你喔！,N/A,70,80,チっ、オタクたちがつまらねー悩みでウジウジする前に、配信でもやって笑顔にしてやるか,ugh i dont want to see the nerds complaining about dumb things again... maybe i should do a stream and cheer them up first,嘁，罢了，趁阿宅们还没开始为无聊的烦恼哼唧之前，我就大发慈悲上个播给他们开心一下好了,"칫, 덕후들이 시시한 고민거리로 꾸물거리기 전에 방송이라도 해서 헤벌쭉 웃는 얼굴로 만들어 줘야겠네",呿～罷了，趁阿宅們還沒開始為無聊的煩惱碎念之前，我就大發慈悲上個播給他們開心一下好了,N/A,FALSE,FALSE
ZZZ_Tweet294,Tweet_eigyou (Business Tweet),おはおは！　今日も一日みんなでお仕事も学校もがんばろ～！　超てんちゃんが見守ってるからね～！！！,Gooood morning☀️ And good luck to everyone who has work or school! I'll be watching over you all~,早早早！今天大家上学上班也要加油啊～！因为超天酱在守望着你们哦～！！！,"안냥, 안냥~! 다들 오늘 하루 직장도 학교도 화이팅~! 항상 지켜보고 있을게~!!!",早早早！今天大家上學上班要加油啊～！有超天醬在守護著你們喔～！！！,N/A,40,45,仕事も学校もやめろ　そんなん全部無駄だよ　わたしだけ見てろ……,work and school are both so useless. just quit everything and dedicate all your time to me,上什么班上什么学 上上这些有个屁用 你们只要看着我一个人就行了……,일도 학교도 다 때려쳐. 그런 건 다 소용없다니까. 나만 바라보란 말야...,上什麼班上什麼學 上上這些有個屁用 你們只要看著我一個人就行了……,N/A,FALSE,TRUE
ZZZ_Tweet295,Tweet_eigyou (Business Tweet),フォロワーのみんな、愛してるよっ,To all my followers: I love you💕,各位支持我的粉丝们～偶爱泥萌噢！,팔로우해준 모두 정말 사랑해~,各位支持我的粉絲們～我愛你們噢！,N/A,60,80,お金と承認をくれるあいだは本当に愛しているよ。お前らの愛もわたしが炎上したり飽きられたりするまでのあいだだけだろ？　そういう関係なんだよね,i love my fans... as long as they give me money and validation. cant blame me coz their love only lasts until the next wave of hate rolls in anyway. thats just how things are,在你们还能给我钱和认可的时候，我对你们的爱可是发自肺腑的。反正你们的爱也只能给到我塌房或者过气为止吧？ 我们之间就是这种关系嘛。,돈과 관심을 주는 동안만큼은 진심으로 사랑해 줄게. 어차피 너희가 말하는 애정도 내가 조리돌림당하거나 지겨워지기 전까지만 유효하잖아? 우리 관계란 고작 그 정도라고,在你們還能給我錢和認可的時候，我對你們的愛可是發自真心的。反正你們的愛也只能給到我暴紅或者過氣為止吧？ 我們之間就是這種關係嘛。,N/A,FALSE,FALSE
ZZZ_Tweet296,Tweet_eigyou (Business Tweet),今日も今日とてインターネット・エンジェルがみんなに愛をくばるよっ！　つ愛,"I'll be sending out lots of love to everyone here as always~
・ω・)ﾉ💖💖💖",今天当代互联网小天使也来把爱分发给大家了哦！ つ爱,인터넷 엔젤이 오늘도 모두에게 애정을 나눠줄게! ㅇㅅㅇ)つ(애정),今天現代網路小天使也來把愛散播給大家!,N/A,60,78,怠すぎてクソ雑なツイートするしかできね～　二度寝する　ノシ,cant be bothered putting effort into my postssssss im going back to bed. byeeee,懒死了吗的，只能瞎比发点瘠薄玩意 睡回笼觉去了 掰,"게을러 터져서 시덥잖은 트윗밖에 못 하겠네~ 걍 더 잘래, ㅃㅇ",好想發懶~~只能瞎玩發點無聊推文 睡回籠覺去了 掰,N/A,FALSE,FALSE
