Category,Id,ParentId (more info),Speaker/Action (in blue),Stress,Affection,Darkness,BodyCn,,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “The Light” (Ending: Welcome To My Religion),Scenario_gedatsu_LINE010,,ame,,,,为网络世界，带来光芒……,,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “A Mysterious Figure in My Stream…”,NetaGet_Kaidan1_1,NetaGet_Kaidan,ame,,,,"好喜欢恐怖故事和怪奇故事啊
网上就是这点好，这种故事想听多少就有多少",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “A Mysterious Figure in My Stream…”,NetaGet_Kaidan1_2,NetaGet_Kaidan,ame,,,,其实我经常去搜网络都市传说来看,,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “A Mysterious Figure in My Stream…”,NetaGet_Kaidan1_3,NetaGet_Kaidan,ame,,,,"发源于互联网的都市传说……
是只有在现代才会诞生的怪谈，自由又不可思议",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “A Mysterious Figure in My Stream…”,NetaGet_Kaidan1_4,NetaGet_Kaidan,ame,,,,"毕竟无论哪个年代的人都很爱听鬼故事
我也在直播的时候试着讲讲好了
希望大家能喜欢这个",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “A Mysterious Figure in My Stream…”,NetaGet_Kaidan1_5,NetaGet_Kaidan,ame,,,,这次就先讲个跟主播有关的梗吧,,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “A Message from the Future”,NetaGet_Kaidan2_1,NetaGet_Kaidan,ame,,,,"哇，好怀念！
以前有穿越者来发过帖子呢～",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “A Message from the Future”,NetaGet_Kaidan2_2,NetaGet_Kaidan,ame,,,,"这种发源于网络的神秘体验
放在一切都会被怀疑的现代是传播不开的",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “A Message from the Future”,NetaGet_Kaidan2_3,NetaGet_Kaidan,ame,,,,"过去的人们都好配合啊～
能令人感觉到人间的温暖",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “A Message from the Future”,NetaGet_Kaidan2_4,NetaGet_Kaidan,ame,,,,"至于糖糖和阿P的未来嘛
我们将永远在一起，直到时间的尽头哦♡",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “When I Got off at a Strange Station…”,NetaGet_Kaidan3_1,NetaGet_Kaidan,ame,,,,"无论活到几岁，
人在坐电车的时候都会忍不住地去想……",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “When I Got off at a Strange Station…”,NetaGet_Kaidan3_2,NetaGet_Kaidan,ame,,,,“如果这是一班开往异世界的电车的话……”对吧？,,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “When I Got off at a Strange Station…”,NetaGet_Kaidan3_3,NetaGet_Kaidan,ame,,,,"呵呵，没事的啦
无论是去什么世界
只要是跟阿P在一起我就什么都不怕",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “When I Got off at a Strange Station…”,NetaGet_Kaidan3_4,NetaGet_Kaidan,ame,,,,"才怪
没有网络的世界我可受不了
保准一秒去世",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “How to Overcome Your Fears”,NetaGet_Kaidan4_1,NetaGet_Kaidan,ame,,,,"啊～看到了个很怀旧的鬼故事
确实之前看过这么个故事呢",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “How to Overcome Your Fears”,NetaGet_Kaidan4_2,NetaGet_Kaidan,ame,,,,"以前人人都害怕的幽灵或妖怪什么的
现在都被美少女化，供阿宅们消费了",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “How to Overcome Your Fears”,NetaGet_Kaidan4_3,NetaGet_Kaidan,ame,,,,"魑魅魍魉也打不赢色色……
性欲真不愧是三大欲求之一
在某种意义上，这是属于生命力的胜利",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “How to Overcome Your Fears”,NetaGet_Kaidan4_4,NetaGet_Kaidan,ame,,,,下次就聊这个好了,,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “KAngel”,NetaGet_Kaidan5_1,NetaGet_Kaidan,ame,,,,常见的网络都市传说，都已经讲过一遍了吧,,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “KAngel”,NetaGet_Kaidan5_2,NetaGet_Kaidan,ame,,,,"不过，没关系！
最后的梗，我从最开始就想好了",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “KAngel”,NetaGet_Kaidan5_3,NetaGet_Kaidan,ame,,,,就像百物语，也是在第一百个鬼故事讲完之后，才是重头戏嘛,,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “Trying Out Gothic Lolita!”,NetaGet_Taiken1_1,NetaGet_Taiken,ame,,,,今天约会的评分是…………,,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “Trying Out Gothic Lolita!”,NetaGet_Taiken1_2,NetaGet_Taiken,ame,,,,一百分！！！！,,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “Trying Out Gothic Lolita!”,NetaGet_Taiken1_3,NetaGet_Taiken,ame,,,,"原宿真好玩啊
能看到各种各样稀奇古怪的亚逼
可谓是大饱眼福",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “Trying Out Gothic Lolita!”,NetaGet_Taiken1_4,NetaGet_Taiken,ame,,,,"谢谢你帮我挑衣服哦
今晚我会跟阿宅们晒这身衣服有多可爱的",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “Picking a Fight with My Haters”,NetaGet_Taiken2_1,NetaGet_Taiken,ame,,,,"穿什么都被夸也太二流了
毕竟这样的话就赚不到热度了
甚至连黑我的人都招不到",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “Picking a Fight with My Haters”,NetaGet_Taiken2_2,NetaGet_Taiken,ame,,,,"也就是说，黑子越多
就越能证明我粉丝庞大啦",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “Picking a Fight with My Haters”,NetaGet_Taiken2_3,NetaGet_Taiken,ame,,,,"所以呀，就算看到黑子出来喷
也不要随便发怒，要保持宽大的心态……",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “Picking a Fight with My Haters”,NetaGet_Taiken2_4,NetaGet_Taiken,ame,,,,"宽大个屁咧～
区区死宅还以为自己有多了不起似的
请你们原地去世罢！！！",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “Picking a Fight with My Haters”,NetaGet_Taiken2_5,NetaGet_Taiken,ame,,,,"可恶啊～
不然下次直播就来久违地舌战群黑吧",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “Singing until my throat shrivels up!”,NetaGet_Taiken3_1,NetaGet_Taiken,ame,,,,"做主播果然是逃不掉唱歌的
再说粉丝能听到自己的推唱歌肯定很开心",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “Singing until my throat shrivels up!”,NetaGet_Taiken3_2,NetaGet_Taiken,ame,,,,"或许有一天，也会有歌唱类的工作
找上超天酱哦",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “Singing until my throat shrivels up!”,NetaGet_Taiken3_3,NetaGet_Taiken,ame,,,,"比如拥有自己的角色歌什么的！
到时候要取什么歌名好呢……
嗯，因为我最喜欢网络世界了嘛，不如就……",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “Singing until my throat shrivels up!”,NetaGet_Taiken3_4,NetaGet_Taiken,ame,,,,"就叫《INTERNET OVERDOSE》好了！
……啊，这歌名是不是有点太怪了",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “Singing until my throat shrivels up!”,NetaGet_Taiken3_5,NetaGet_Taiken,ame,,,,"总之，下次上播时
就搞个主播必备的唱见实况吧！",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “I Tried Online Dating?!”,NetaGet_Taiken4_1,NetaGet_Taiken,ame,,,,"呀～就算能整活
可一般人会为了整活让自己对象去玩约会软件吗？！",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “I Tried Online Dating?!”,NetaGet_Taiken4_2,NetaGet_Taiken,ame,,,,……不过，像这样耍坏坏的你我也很喜欢哦♡,,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “I Met My Biggest Fan!”,NetaGet_Taiken5_1,NetaGet_Taiken,ame,,,,"快看！
有一段“小女孩自述超爱超天酱”的视频上推博热搜了！",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “I Met My Biggest Fan!”,NetaGet_Taiken5_2,NetaGet_Taiken,ame,,,,"想见超天酱想到大哭
这也太感人了叭……",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “I Met My Biggest Fan!”,NetaGet_Taiken5_3,NetaGet_Taiken,ame,,,,"哎，你说我去见见这个孩子给她圆梦怎样？
她开心，我造梗，这样岂不是一举两得？！",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “I Met My Biggest Fan!”,NetaGet_Taiken5_4,NetaGet_Taiken,ame,,,,"比起跟死宅面基，当然是跟可爱的小女孩面基幸福1000亿倍啊
好，就这么决定了！",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “A Girl's Idol Journey! (in a kids' anime)”,NetaGet_OtakuTalk1_1,NetaGet_OtakuTalk,ame,,,,"今天视频网站上了新片
那种业界奋斗系偶像番真的好好看
如果同时角色还是小女孩的话就更好了",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “A Girl's Idol Journey! (in a kids' anime)”,NetaGet_OtakuTalk1_2,NetaGet_OtakuTalk,ame,,,,"看着向梦想中的偶像舞台全力迈进的她们
我就会开始讨厌这个世界
现实世界的偶像们只关心如何从阿宅那里捞钱",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “A Girl's Idol Journey! (in a kids' anime)”,NetaGet_OtakuTalk1_3,NetaGet_OtakuTalk,ame,,,,"好美啊……为什么我不是那个样子……
为什么我这么肮脏……",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “A Girl's Idol Journey! (in a kids' anime)”,NetaGet_OtakuTalk1_4,NetaGet_OtakuTalk,ame,,,,"为了告诉阿宅们这世上还有闪耀的东西
今天就来聊小女孩动画吧！",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “KAngel: Final Wars”,NetaGet_OtakuTalk2_1,NetaGet_OtakuTalk,ame,,,,"我今天自搜了一下，看到不少社畜说：
“好想辞职在家什么都不干，只看超天酱直播”",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “KAngel: Final Wars”,NetaGet_OtakuTalk2_2,NetaGet_OtakuTalk,ame,,,,"我还蛮乐意帮他们实现梦想的诶
好想把房子啊街道啊人啊什么的全都踩扁
好想变成大怪兽呀",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “KAngel: Final Wars”,NetaGet_OtakuTalk2_3,NetaGet_OtakuTalk,ame,,,,"然后四处搞破坏的我再不时地帮着打打其它的坏怪兽
让人类开会讨论我到底是敌是友
想变成这样的怪物哦！",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “I am Jack's desire to watch movies”,NetaGet_OtakuTalk3_1,NetaGet_OtakuTalk,ame,,,,"啊～要是在睡觉的时候有另一个我
能帮我把各种事情安排妥当就好了～！",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “I am Jack's desire to watch movies”,NetaGet_OtakuTalk3_2,NetaGet_OtakuTalk,ame,,,,"但是这样的话，到了最后
我肯定要跟另一个我对决的",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “I am Jack's desire to watch movies”,NetaGet_OtakuTalk3_3,NetaGet_OtakuTalk,ame,,,,不过“糖糖”和“超天酱”的情况，好像本来就差不多嘛？,,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “I am Jack's desire to watch movies”,NetaGet_OtakuTalk3_4,NetaGet_OtakuTalk,ame,,,,"哎，阿P，你觉得要是糖糖和超天酱打起来的话
谁会赢啊？你更喜欢哪个呢？",,,,,,,,,,,,,,,,,,,,,,
"Stream Idea: “A ""High""ly Recommended Movie”",NetaGet_OtakuTalk4_1,NetaGet_OtakuTalk,ame,,,,啊～什么都不用想，好舒服哦,,,,,,,,,,,,,,,,,,,,,,
"Stream Idea: “A ""High""ly Recommended Movie”",NetaGet_OtakuTalk4_2,NetaGet_OtakuTalk,ame,,,,"舒服是很舒服，但如此轻松就能得到快乐的话
感觉普通人的幸福将满足不了我了",,,,,,,,,,,,,,,,,,,,,,
"Stream Idea: “A ""High""ly Recommended Movie”",NetaGet_OtakuTalk4_3,NetaGet_OtakuTalk,ame,,,,"比起损害健康或成瘾性之类的问题
失去对真实的幸福的感知能力
我想这才是药物真正可怕的地方吧",,,,,,,,,,,,,,,,,,,,,,
"Stream Idea: “A ""High""ly Recommended Movie”",NetaGet_OtakuTalk4_4,NetaGet_OtakuTalk,ame,,,,"算了，不管那些晦涩的东西了
现在只要沉浸在这种快感里就好了……",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “My Favorite Anime Director”,NetaGet_OtakuTalk5_1,NetaGet_OtakuTalk,ame,,,,"由于网络的发展和智能机的普及
整个人类种族都将慢慢地发生改变吧",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “My Favorite Anime Director”,NetaGet_OtakuTalk5_2,NetaGet_OtakuTalk,ame,,,,"虽然社会上都在批判什么“网瘾”啊
“手机脑”之类的",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “My Favorite Anime Director”,NetaGet_OtakuTalk5_3,NetaGet_OtakuTalk,ame,,,,"但我觉得这也是进化的一种形式
是“革新”呢",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “My Favorite Anime Director”,NetaGet_OtakuTalk5_4,NetaGet_OtakuTalk,ame,,,,这次就聊聊那位讲述了“人类革新”的动画导演好了,,,,,,,,,,,,,,,,,,,,,,
"Stream Idea: “An Important Message” 
(After Cut Wrists)",NetaGet_Darkness1_1,NetaGet_Darkness,ame,,,,"没事的
虽然看起来很痛，但伤痕不算什么的",,,,,,,,,,,,,,,,,,,,,,
"Stream Idea: “An Important Message” 
(After Cut Wrists)",NetaGet_Darkness1_2,NetaGet_Darkness,ame,,,,因为，真正痛的不是手腕,,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “a” (After Go Berserk),NetaGet_Darkness2_1,NetaGet_Darkness,ame,,,,"我已经受够了
烦透这一切了",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “a” (After Go Berserk),NetaGet_Darkness2_2,NetaGet_Darkness,ame,,,,人生什么的都无所谓了……,,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “a” (After Go Berserk),NetaGet_Darkness2_3,NetaGet_Darkness,ame,,,,我去准备直播,,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “The Internet and Me: Thanks for the 10k!”,NetaGet_Angel1_1,NetaGet_Angel,ame,,,,粉丝数有一万啦，所以咱们来开个纪念直播吧♪,,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “The Internet and Me: Thanks for the 10k!”,NetaGet_Angel1_2,NetaGet_Angel,ame,,,,"一万啊……
确实从数字上来说，是个挺好听的里程碑，但也就是好听，没别的了",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “The Internet and Me: Thanks for the 10k!”,NetaGet_Angel1_3,NetaGet_Angel,ame,,,,"毕竟我之前只发自拍的账号都有好几万粉
这是光靠脸蛋就能抵达的境界
所以对于今后要成为最强的我们来说
现在只不过是个“存档点”而已",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “The Internet and Me: Thanks for the 10k!”,NetaGet_Angel1_4,NetaGet_Angel,ame,,,,"就让阿宅们为我们盛大庆祝一番
庆祝即将流芳百世的天使传说踏出了第一步吧！",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “Angel on Earth: Thanks for the 100k!”,NetaGet_Angel2_1,NetaGet_Angel,ame,,,,十万粉了……,,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “Angel on Earth: Thanks for the 100k!”,NetaGet_Angel2_2,NetaGet_Angel,ame,,,,"这之后就是连我也没有体验过的未知领域了
有点紧张呢
不过看到数字多了一位真的很开心，心里轻飘飘的",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “Angel on Earth: Thanks for the 100k!”,NetaGet_Angel2_3,NetaGet_Angel,ame,,,,虽然平时总是抱怨他们，但这也是多亏了各位宅们相信超天酱，支持超天酱呢,,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “Angel on Earth: Thanks for the 100k!”,NetaGet_Angel2_4,NetaGet_Angel,ame,,,,感谢他们肯把我这样一个只能活在网络世界里的女人当成天使崇拜……,,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “Angel on Earth: Thanks for the 100k!”,NetaGet_Angel2_5,NetaGet_Angel,ame,,,,下次纪念直播的主题，就定为感谢大家，然后讲些我跟互联网的小故事吧！,,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “Drugs & Happiness - Celebrating 250K!”,NetaGet_Angel3_1,NetaGet_Angel,ame,,,,阿P，你快看！！！！超天酱的粉丝数～～～,,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “Drugs & Happiness - Celebrating 250K!”,NetaGet_Angel3_2,NetaGet_Angel,ame,,,,"喀啦啦啦啦啦啦啦啦啦……（转轴的声音）
锵！！！
到“二十五万”了哦～！！！

啪叽啪叽啪叽啪叽啪叽啪叽",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “Drugs & Happiness - Celebrating 250K!”,NetaGet_Angel3_3,NetaGet_Angel,ame,,,,"……真是的，你们这些阿宅也太喜欢我了吧

哼……感觉不赖哦",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “Drugs & Happiness - Celebrating 250K!”,NetaGet_Angel3_4,NetaGet_Angel,ame,,,,"话又说回来，看到数字变这么大好开心啊
而且无论说什么他们都一定会回应，大家还都愿意捧着我",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “Drugs & Happiness - Celebrating 250K!”,NetaGet_Angel3_5,NetaGet_Angel,ame,,,,"自我肯定感直接暴涨
这种感觉比吃药还快乐！
切身体会到了幸福指数噌噌上涨的感觉……",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “Drugs & Happiness - Celebrating 250K!”,NetaGet_Angel3_6,NetaGet_Angel,ame,,,,因此，下次就搞点特别的，跟大家聊聊吃药与幸福的话题吧,,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “500K FOLLOWERS!!! MAKIN' IT RAIN”,NetaGet_Angel4_1,NetaGet_Angel,ame,,,,"我的粉丝数破五十万了……
到了这一步，百万粉丝也已经不是梦了吧？",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “500K FOLLOWERS!!! MAKIN' IT RAIN”,NetaGet_Angel4_2,NetaGet_Angel,ame,,,,"话说，已经如此出名的我怎么可能停下来嘛
这种众星捧月的滋味，怎么还能忘得掉呢
感觉自己已经变不回普通的女孩子了……",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “500K FOLLOWERS!!! MAKIN' IT RAIN”,NetaGet_Angel4_3,NetaGet_Angel,ame,,,,"全世界的人都在看着我呢
这虽然令人开心，但又着实很恐怖",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “500K FOLLOWERS!!! MAKIN' IT RAIN”,NetaGet_Angel4_4,NetaGet_Angel,ame,,,,"因为爬得越高，摔得就越狠……
而且会招来很多吓人的唯粉和黑子……",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “500K FOLLOWERS!!! MAKIN' IT RAIN”,NetaGet_Angel4_5,NetaGet_Angel,ame,,,,"啊哈！但就算这样，我也是停不下来的
无论是数字的增减，还是有形或无形的支持和埋怨，这些都太刺激了，让我的大脑轻飘飘软绵绵的",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “500K FOLLOWERS!!! MAKIN' IT RAIN”,NetaGet_Angel4_6,NetaGet_Angel,ame,,,,"我常常觉得这种状态也许是一种精神上的疾病
于是我看了很多的书",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “500K FOLLOWERS!!! MAKIN' IT RAIN”,NetaGet_Angel4_7,NetaGet_Angel,ame,,,,"其中有一个跟我同名的人写的书好棒啊
尤其诗集写得特别美",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “500K FOLLOWERS!!! MAKIN' IT RAIN”,NetaGet_Angel4_8,NetaGet_Angel,ame,,,,"……这么说来
我还没有告诉阿P我的名字呢",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “500K FOLLOWERS!!! MAKIN' IT RAIN”,NetaGet_Angel4_9,NetaGet_Angel,ame,,,,"虽然我说自己叫糖糖（a-me-chan）
但其实这不是我的真名
因为真名的读法有点丢人，所以没说",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “500K FOLLOWERS!!! MAKIN' IT RAIN”,NetaGet_Angel4_10,NetaGet_Angel,ame,,,,"我的真名是“雨”，就这一个字
但是，它不像平常的“雨”一样读作“a-me”",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “500K FOLLOWERS!!! MAKIN' IT RAIN”,NetaGet_Angel4_11,NetaGet_Angel,ame,,,,而是读作“rain”,,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “The Internet Angel”,NetaGet_Angel5_1,NetaGet_Angel,ame,,,,"目标达成啦
我们做到啦，成为被百万人爱着的少女……",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “The Internet Angel”,NetaGet_Angel5_2,NetaGet_Angel,ame,,,,"人见人爱且全世界都认可的
最棒的当代互联网小天使
这就是糖糖真正想成为的东西",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “The Internet Angel”,NetaGet_Angel5_3,NetaGet_Angel,ame,,,,"我原本只是一个比任何人都渴望被认同的女孩子
现在已成为了世界第一的天使",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “The Internet Angel”,NetaGet_Angel5_4,NetaGet_Angel,ame,,,,阿P，谢谢你哦,,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “The Internet Angel”,NetaGet_Angel5_5,NetaGet_Angel,ame,,,,"一百万人……
全世界的宅宅都在看着超天酱
他们都需要超天酱
现在的我，被极大地“肯定”着呢",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “The Internet Angel”,NetaGet_Angel5_6,NetaGet_Angel,ame,,,,"但是，或许……目前的肯定感还满足不了我
我已经感受不到十万粉时的喜悦，
和五十万粉时的恐惧了",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “The Internet Angel”,NetaGet_Angel5_7,NetaGet_Angel,ame,,,,"最近啊，我有一种自己已跟网络世界融为一体的感觉
现实的世界变得越来越模糊",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “The Internet Angel”,NetaGet_Angel5_8,NetaGet_Angel,ame,,,,"我现在连那些吓唬我的人都不怕了哦
毕竟他们也是网络的一部分，
所以说，他们也是超天酱的一部分",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “The Internet Angel”,NetaGet_Angel5_9,NetaGet_Angel,ame,,,,"不，不对。暂时先不管那些了
得先把纪念直播给做了
不隆重庆祝一下的话，我这个主播也脸上无光嘛！",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “The Internet Angel”,NetaGet_Angel5_10,NetaGet_Angel,ame,,,,"搞起！
阿P，直播的准备就像往常一样交给你了哦",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “The Internet Angel”,NetaGet_Angel5_11,NetaGet_Angel,ame,,,,全世界的阿宅都等着看超天酱呢！,,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “Trying Out a New Drink! #ad”,NetaGet_PR1_1,NetaGet_PR,ame,,,,"啊！有公司私信找我商业合作了！
是恰饭诶！！！恰饭！我也能恰饭啦！！！",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “Trying Out a New Drink! #ad”,NetaGet_PR1_2,NetaGet_PR,ame,,,,"嗯……
想让我直播试喝新产品“纳豆味可乐”然后做个评测……
报酬是一年份的纳豆可乐！",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “Trying Out a New Drink! #ad”,NetaGet_PR1_3,NetaGet_PR,ame,,,,"难得有工作主动找上门，所以我想试试！
我要努力咯～～
毕竟人家是职业主播嘛。激动到发抖惹……",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “Get Ready With Me! #ad”,NetaGet_PR2_1,NetaGet_PR,ame,,,,"哇！发推博说自己有在看美妆博主学化妆后
化妆品公司就来找我推销产品了诶！",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “Get Ready With Me! #ad”,NetaGet_PR2_2,NetaGet_PR,ame,,,,"虽然是个听都没听过的牌子，但工作就是工作嘛
而且我本来就计划给女粉出一期化妆教程的
这次我一定要好好干，你就看着吧！加油！",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “KAngel Enters the Fray! #ad”,NetaGet_PR3_1,NetaGet_PR,ame,,,,"哇～！
我刚发推聊了自己喜欢的手游，
然后那个手游的制作公司就来联系我了！！！",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “KAngel Enters the Fray! #ad”,NetaGet_PR3_2,NetaGet_PR,ame,,,,"他们说，很想把我做进游戏，出一个“超天酱”的联动角色诶！
我终于也要成为游戏角色啦！太开心了叭……",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “KAngel Enters the Fray! #ad”,NetaGet_PR3_3,NetaGet_PR,ame,,,,"条件是“配合进行实况直播”
而且还有钱拿！！！",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “KAngel Enters the Fray! #ad”,NetaGet_PR3_4,NetaGet_PR,ame,,,,"游戏实况嘛，洒洒水啦
这都不接还说得过去吗！当个名人还真辛苦呢",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “I Got Made into a Figurine! #ad”,NetaGet_PR4_1,NetaGet_PR,ame,,,,诶嘿嘿，爱你哦阿P！,,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “I Got Made into a Figurine! #ad”,NetaGet_PR4_2,NetaGet_PR,ame,,,,"嗳，你有没有幻想过同时跟糖糖和超天酱两个人亲热呢？
肯定有想过吧？因为无论哪一个我都有着无限的魅力嘛",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “I Got Made into a Figurine! #ad”,NetaGet_PR4_3,NetaGet_PR,ame,,,,"因此呢，告诉阿P一个好消息！
超天酱要变成手办了哦～！！！",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “I Got Made into a Figurine! #ad”,NetaGet_PR4_4,NetaGet_PR,ame,,,,"厉害吧？厉害吧！！！
这样你就可以一边看着超天酱，一边跟糖糖恩爱了呢♡",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “I Got Made into a Figurine! #ad”,NetaGet_PR4_5,NetaGet_PR,ame,,,,我要立马去晒给阿宅们看～！！！,,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “The Best Business Opportunity?! #ad”,NetaGet_PR5_1,NetaGet_PR,ame,,,,"阿P，阿P！！！
我自搜搜到了一个貌似土豪的账号，夸超天酱夸得老狠了！
刚才对方还发私信，说要找我做推广呢！！",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “The Best Business Opportunity?! #ad”,NetaGet_PR5_2,NetaGet_PR,ame,,,,"你看你看
「只要超天小姐肯帮我做商业宣传」
「我愿意支付一百万作为报酬」！",,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “The Best Business Opportunity?! #ad”,NetaGet_PR5_3,NetaGet_PR,ame,,,,哎呀～这都是多亏了超天酱那挡都挡不住的魅力吧,,,,,,,,,,,,,,,,,,,,,,
Stream Idea: “The Best Business Opportunity?! #ad”,NetaGet_PR5_4,NetaGet_PR,ame,,,,"虽然总感觉有点不太对劲
但有一百万在眼前，就不要在意那些细节了对吧",,,,,,,,,,,,,,,,,,,,,,
General JINE Replies (unused),JINE_Reply001,reply,ame,,,,真滴咩？,,,,,,,,,,,,,,,,,,,,,,
General JINE Replies (unused),JINE_Reply002,reply,ame,,,,回复认真点,,,,,,,,,,,,,,,,,,,,,,
